email,name,nik,birthDate,birthPlace,verificationMode
bintang.users8134@yopmail.com,Bintang Regis 8233,3000000000008133,01-01-2001,Surabaya,0
bintang.users8135@yopmail.com,Bintang Regis 8234,3000000000008134,01-01-2001,Surabaya,0
bintang.users8136@yopmail.com,Bintang Regis 8235,3000000000008135,01-01-2001,Surabaya,0
bintang.users8137@yopmail.com,Bintang Regis 8236,3000000000008136,01-01-2001,Surabaya,0
bintang.users8138@yopmail.com,Bintang Regis 8237,3000000000008137,01-01-2001,Surabaya,0
bintang.users8139@yopmail.com,Bintang Regis 8238,3000000000008138,01-01-2001,Surabaya,0
bintang.users8140@yopmail.com,Bintang Regis 8239,3000000000008139,01-01-2001,Surabaya,0
bintang.users8141@yopmail.com,Bintang Regis 8240,3000000000008140,01-01-2001,Surabaya,0
bintang.users8142@yopmail.com,Bintang Regis 8241,3000000000008141,01-01-2001,Surabaya,0
bintang.users8143@yopmail.com,Bintang Regis 8242,3000000000008142,01-01-2001,Surabaya,0
bintang.users8144@yopmail.com,Bintang Regis 8243,3000000000008143,01-01-2001,Surabaya,0
bintang.users8145@yopmail.com,Bintang Regis 8244,3000000000008144,01-01-2001,Surabaya,0
bintang.users8146@yopmail.com,Bintang Regis 8245,3000000000008145,01-01-2001,Surabaya,0
bintang.users8147@yopmail.com,Bintang Regis 8246,3000000000008146,01-01-2001,Surabaya,0
bintang.users8148@yopmail.com,Bintang Regis 8247,3000000000008147,01-01-2001,Surabaya,0
bintang.users8149@yopmail.com,Bintang Regis 8248,3000000000008148,01-01-2001,Surabaya,0
bintang.users8150@yopmail.com,Bintang Regis 8249,3000000000008149,01-01-2001,Surabaya,0
bintang.users8151@yopmail.com,Bintang Regis 8250,3000000000008150,01-01-2001,Surabaya,0
bintang.users8152@yopmail.com,Bintang Regis 8251,3000000000008151,01-01-2001,Surabaya,0
bintang.users8153@yopmail.com,Bintang Regis 8252,3000000000008152,01-01-2001,Surabaya,0
bintang.users8154@yopmail.com,Bintang Regis 8253,3000000000008153,01-01-2001,Surabaya,0
bintang.users8155@yopmail.com,Bintang Regis 8254,3000000000008154,01-01-2001,Surabaya,0
bintang.users8156@yopmail.com,Bintang Regis 8255,3000000000008155,01-01-2001,Surabaya,0
bintang.users8157@yopmail.com,Bintang Regis 8256,3000000000008156,01-01-2001,Surabaya,0
bintang.users8158@yopmail.com,Bintang Regis 8257,3000000000008157,01-01-2001,Surabaya,0
bintang.users8159@yopmail.com,Bintang Regis 8258,3000000000008158,01-01-2001,Surabaya,0
bintang.users8160@yopmail.com,Bintang Regis 8259,3000000000008159,01-01-2001,Surabaya,0
bintang.users8161@yopmail.com,Bintang Regis 8260,3000000000008160,01-01-2001,Surabaya,0
bintang.users8162@yopmail.com,Bintang Regis 8261,3000000000008161,01-01-2001,Surabaya,0
bintang.users8163@yopmail.com,Bintang Regis 8262,3000000000008162,01-01-2001,Surabaya,0
bintang.users8164@yopmail.com,Bintang Regis 8263,3000000000008163,01-01-2001,Surabaya,0
bintang.users8165@yopmail.com,Bintang Regis 8264,3000000000008164,01-01-2001,Surabaya,0
bintang.users8166@yopmail.com,Bintang Regis 8265,3000000000008165,01-01-2001,Surabaya,0
bintang.users8167@yopmail.com,Bintang Regis 8266,3000000000008166,01-01-2001,Surabaya,0
bintang.users8168@yopmail.com,Bintang Regis 8267,3000000000008167,01-01-2001,Surabaya,0
bintang.users8169@yopmail.com,Bintang Regis 8268,3000000000008168,01-01-2001,Surabaya,0
bintang.users8170@yopmail.com,Bintang Regis 8269,3000000000008169,01-01-2001,Surabaya,0
bintang.users8171@yopmail.com,Bintang Regis 8270,3000000000008170,01-01-2001,Surabaya,0
bintang.users8172@yopmail.com,Bintang Regis 8271,3000000000008171,01-01-2001,Surabaya,0
bintang.users8173@yopmail.com,Bintang Regis 8272,3000000000008172,01-01-2001,Surabaya,0
bintang.users8174@yopmail.com,Bintang Regis 8273,3000000000008173,01-01-2001,Surabaya,0
bintang.users8175@yopmail.com,Bintang Regis 8274,3000000000008174,01-01-2001,Surabaya,0
bintang.users8176@yopmail.com,Bintang Regis 8275,3000000000008175,01-01-2001,Surabaya,0
bintang.users8177@yopmail.com,Bintang Regis 8276,3000000000008176,01-01-2001,Surabaya,0
bintang.users8178@yopmail.com,Bintang Regis 8277,3000000000008177,01-01-2001,Surabaya,0
bintang.users8179@yopmail.com,Bintang Regis 8278,3000000000008178,01-01-2001,Surabaya,0
bintang.users8180@yopmail.com,Bintang Regis 8279,3000000000008179,01-01-2001,Surabaya,0
bintang.users8181@yopmail.com,Bintang Regis 8280,3000000000008180,01-01-2001,Surabaya,0
bintang.users8182@yopmail.com,Bintang Regis 8281,3000000000008181,01-01-2001,Surabaya,0
bintang.users8183@yopmail.com,Bintang Regis 8282,3000000000008182,01-01-2001,Surabaya,0
bintang.users8184@yopmail.com,Bintang Regis 8283,3000000000008183,01-01-2001,Surabaya,0
bintang.users8185@yopmail.com,Bintang Regis 8284,3000000000008184,01-01-2001,Surabaya,0
bintang.users8186@yopmail.com,Bintang Regis 8285,3000000000008185,01-01-2001,Surabaya,0
bintang.users8187@yopmail.com,Bintang Regis 8286,3000000000008186,01-01-2001,Surabaya,0
bintang.users8188@yopmail.com,Bintang Regis 8287,3000000000008187,01-01-2001,Surabaya,0
bintang.users8189@yopmail.com,Bintang Regis 8288,3000000000008188,01-01-2001,Surabaya,0
bintang.users8190@yopmail.com,Bintang Regis 8289,3000000000008189,01-01-2001,Surabaya,0
bintang.users8191@yopmail.com,Bintang Regis 8290,3000000000008190,01-01-2001,Surabaya,0
bintang.users8192@yopmail.com,Bintang Regis 8291,3000000000008191,01-01-2001,Surabaya,0
bintang.users8193@yopmail.com,Bintang Regis 8292,3000000000008192,01-01-2001,Surabaya,0
bintang.users8194@yopmail.com,Bintang Regis 8293,3000000000008193,01-01-2001,Surabaya,0
bintang.users8195@yopmail.com,Bintang Regis 8294,3000000000008194,01-01-2001,Surabaya,0
bintang.users8196@yopmail.com,Bintang Regis 8295,3000000000008195,01-01-2001,Surabaya,0
bintang.users8197@yopmail.com,Bintang Regis 8296,3000000000008196,01-01-2001,Surabaya,0
bintang.users8198@yopmail.com,Bintang Regis 8297,3000000000008197,01-01-2001,Surabaya,0
bintang.users8199@yopmail.com,Bintang Regis 8298,3000000000008198,01-01-2001,Surabaya,0
bintang.users8200@yopmail.com,Bintang Regis 8299,3000000000008199,01-01-2001,Surabaya,0
bintang.users8201@yopmail.com,Bintang Regis 8300,3000000000008200,01-01-2001,Surabaya,0
bintang.users8202@yopmail.com,Bintang Regis 8301,3000000000008201,01-01-2001,Surabaya,0
bintang.users8203@yopmail.com,Bintang Regis 8302,3000000000008202,01-01-2001,Surabaya,0
bintang.users8204@yopmail.com,Bintang Regis 8303,3000000000008203,01-01-2001,Surabaya,0
bintang.users8205@yopmail.com,Bintang Regis 8304,3000000000008204,01-01-2001,Surabaya,0
bintang.users8206@yopmail.com,Bintang Regis 8305,3000000000008205,01-01-2001,Surabaya,0
bintang.users8207@yopmail.com,Bintang Regis 8306,3000000000008206,01-01-2001,Surabaya,0
bintang.users8208@yopmail.com,Bintang Regis 8307,3000000000008207,01-01-2001,Surabaya,0
bintang.users8209@yopmail.com,Bintang Regis 8308,3000000000008208,01-01-2001,Surabaya,0
bintang.users8210@yopmail.com,Bintang Regis 8309,3000000000008209,01-01-2001,Surabaya,0
bintang.users8211@yopmail.com,Bintang Regis 8310,3000000000008210,01-01-2001,Surabaya,0
bintang.users8212@yopmail.com,Bintang Regis 8311,3000000000008211,01-01-2001,Surabaya,0
bintang.users8213@yopmail.com,Bintang Regis 8312,3000000000008212,01-01-2001,Surabaya,0
bintang.users8214@yopmail.com,Bintang Regis 8313,3000000000008213,01-01-2001,Surabaya,0
bintang.users8215@yopmail.com,Bintang Regis 8314,3000000000008214,01-01-2001,Surabaya,0
bintang.users8216@yopmail.com,Bintang Regis 8315,3000000000008215,01-01-2001,Surabaya,0
bintang.users8217@yopmail.com,Bintang Regis 8316,3000000000008216,01-01-2001,Surabaya,0
bintang.users8218@yopmail.com,Bintang Regis 8317,3000000000008217,01-01-2001,Surabaya,0
bintang.users8219@yopmail.com,Bintang Regis 8318,3000000000008218,01-01-2001,Surabaya,0
bintang.users8220@yopmail.com,Bintang Regis 8319,3000000000008219,01-01-2001,Surabaya,0
bintang.users8221@yopmail.com,Bintang Regis 8320,3000000000008220,01-01-2001,Surabaya,0
bintang.users8222@yopmail.com,Bintang Regis 8321,3000000000008221,01-01-2001,Surabaya,0
bintang.users8223@yopmail.com,Bintang Regis 8322,3000000000008222,01-01-2001,Surabaya,0
bintang.users8224@yopmail.com,Bintang Regis 8323,3000000000008223,01-01-2001,Surabaya,0
bintang.users8225@yopmail.com,Bintang Regis 8324,3000000000008224,01-01-2001,Surabaya,0
bintang.users8226@yopmail.com,Bintang Regis 8325,3000000000008225,01-01-2001,Surabaya,0
bintang.users8227@yopmail.com,Bintang Regis 8326,3000000000008226,01-01-2001,Surabaya,0
bintang.users8228@yopmail.com,Bintang Regis 8327,3000000000008227,01-01-2001,Surabaya,0
bintang.users8229@yopmail.com,Bintang Regis 8328,3000000000008228,01-01-2001,Surabaya,0
bintang.users8230@yopmail.com,Bintang Regis 8329,3000000000008229,01-01-2001,Surabaya,0
bintang.users8231@yopmail.com,Bintang Regis 8330,3000000000008230,01-01-2001,Surabaya,0
bintang.users8232@yopmail.com,Bintang Regis 8331,3000000000008231,01-01-2001,Surabaya,0
bintang.users8233@yopmail.com,Bintang Regis 8332,3000000000008232,01-01-2001,Surabaya,0
bintang.users8234@yopmail.com,Bintang Regis 8333,3000000000008233,01-01-2001,Surabaya,0
bintang.users8235@yopmail.com,Bintang Regis 8334,3000000000008234,01-01-2001,Surabaya,0
bintang.users8236@yopmail.com,Bintang Regis 8335,3000000000008235,01-01-2001,Surabaya,0
bintang.users8237@yopmail.com,Bintang Regis 8336,3000000000008236,01-01-2001,Surabaya,0
bintang.users8238@yopmail.com,Bintang Regis 8337,3000000000008237,01-01-2001,Surabaya,0
bintang.users8239@yopmail.com,Bintang Regis 8338,3000000000008238,01-01-2001,Surabaya,0
bintang.users8240@yopmail.com,Bintang Regis 8339,3000000000008239,01-01-2001,Surabaya,0
bintang.users8241@yopmail.com,Bintang Regis 8340,3000000000008240,01-01-2001,Surabaya,0
bintang.users8242@yopmail.com,Bintang Regis 8341,3000000000008241,01-01-2001,Surabaya,0
bintang.users8243@yopmail.com,Bintang Regis 8342,3000000000008242,01-01-2001,Surabaya,0
bintang.users8244@yopmail.com,Bintang Regis 8343,3000000000008243,01-01-2001,Surabaya,0
bintang.users8245@yopmail.com,Bintang Regis 8344,3000000000008244,01-01-2001,Surabaya,0
bintang.users8246@yopmail.com,Bintang Regis 8345,3000000000008245,01-01-2001,Surabaya,0
bintang.users8247@yopmail.com,Bintang Regis 8346,3000000000008246,01-01-2001,Surabaya,0
bintang.users8248@yopmail.com,Bintang Regis 8347,3000000000008247,01-01-2001,Surabaya,0
bintang.users8249@yopmail.com,Bintang Regis 8348,3000000000008248,01-01-2001,Surabaya,0
bintang.users8250@yopmail.com,Bintang Regis 8349,3000000000008249,01-01-2001,Surabaya,0
bintang.users8251@yopmail.com,Bintang Regis 8350,3000000000008250,01-01-2001,Surabaya,0
bintang.users8252@yopmail.com,Bintang Regis 8351,3000000000008251,01-01-2001,Surabaya,0
bintang.users8253@yopmail.com,Bintang Regis 8352,3000000000008252,01-01-2001,Surabaya,0
bintang.users8254@yopmail.com,Bintang Regis 8353,3000000000008253,01-01-2001,Surabaya,0
bintang.users8255@yopmail.com,Bintang Regis 8354,3000000000008254,01-01-2001,Surabaya,0
bintang.users8256@yopmail.com,Bintang Regis 8355,3000000000008255,01-01-2001,Surabaya,0
bintang.users8257@yopmail.com,Bintang Regis 8356,3000000000008256,01-01-2001,Surabaya,0
bintang.users8258@yopmail.com,Bintang Regis 8357,3000000000008257,01-01-2001,Surabaya,0
bintang.users8259@yopmail.com,Bintang Regis 8358,3000000000008258,01-01-2001,Surabaya,0
bintang.users8260@yopmail.com,Bintang Regis 8359,3000000000008259,01-01-2001,Surabaya,0
bintang.users8261@yopmail.com,Bintang Regis 8360,3000000000008260,01-01-2001,Surabaya,0
bintang.users8262@yopmail.com,Bintang Regis 8361,3000000000008261,01-01-2001,Surabaya,0
bintang.users8263@yopmail.com,Bintang Regis 8362,3000000000008262,01-01-2001,Surabaya,0
bintang.users8264@yopmail.com,Bintang Regis 8363,3000000000008263,01-01-2001,Surabaya,0
bintang.users8265@yopmail.com,Bintang Regis 8364,3000000000008264,01-01-2001,Surabaya,0
bintang.users8266@yopmail.com,Bintang Regis 8365,3000000000008265,01-01-2001,Surabaya,0
bintang.users8267@yopmail.com,Bintang Regis 8366,3000000000008266,01-01-2001,Surabaya,0
bintang.users8268@yopmail.com,Bintang Regis 8367,3000000000008267,01-01-2001,Surabaya,0
bintang.users8269@yopmail.com,Bintang Regis 8368,3000000000008268,01-01-2001,Surabaya,0
bintang.users8270@yopmail.com,Bintang Regis 8369,3000000000008269,01-01-2001,Surabaya,0
bintang.users8271@yopmail.com,Bintang Regis 8370,3000000000008270,01-01-2001,Surabaya,0
bintang.users8272@yopmail.com,Bintang Regis 8371,3000000000008271,01-01-2001,Surabaya,0
bintang.users8273@yopmail.com,Bintang Regis 8372,3000000000008272,01-01-2001,Surabaya,0
bintang.users8274@yopmail.com,Bintang Regis 8373,3000000000008273,01-01-2001,Surabaya,0
bintang.users8275@yopmail.com,Bintang Regis 8374,3000000000008274,01-01-2001,Surabaya,0
bintang.users8276@yopmail.com,Bintang Regis 8375,3000000000008275,01-01-2001,Surabaya,0
bintang.users8277@yopmail.com,Bintang Regis 8376,3000000000008276,01-01-2001,Surabaya,0
bintang.users8278@yopmail.com,Bintang Regis 8377,3000000000008277,01-01-2001,Surabaya,0
bintang.users8279@yopmail.com,Bintang Regis 8378,3000000000008278,01-01-2001,Surabaya,0
bintang.users8280@yopmail.com,Bintang Regis 8379,3000000000008279,01-01-2001,Surabaya,0
bintang.users8281@yopmail.com,Bintang Regis 8380,3000000000008280,01-01-2001,Surabaya,0
bintang.users8282@yopmail.com,Bintang Regis 8381,3000000000008281,01-01-2001,Surabaya,0
bintang.users8283@yopmail.com,Bintang Regis 8382,3000000000008282,01-01-2001,Surabaya,0
bintang.users8284@yopmail.com,Bintang Regis 8383,3000000000008283,01-01-2001,Surabaya,0
bintang.users8285@yopmail.com,Bintang Regis 8384,3000000000008284,01-01-2001,Surabaya,0
bintang.users8286@yopmail.com,Bintang Regis 8385,3000000000008285,01-01-2001,Surabaya,0
bintang.users8287@yopmail.com,Bintang Regis 8386,3000000000008286,01-01-2001,Surabaya,0
bintang.users8288@yopmail.com,Bintang Regis 8387,3000000000008287,01-01-2001,Surabaya,0
bintang.users8289@yopmail.com,Bintang Regis 8388,3000000000008288,01-01-2001,Surabaya,0
bintang.users8290@yopmail.com,Bintang Regis 8389,3000000000008289,01-01-2001,Surabaya,0
bintang.users8291@yopmail.com,Bintang Regis 8390,3000000000008290,01-01-2001,Surabaya,0
bintang.users8292@yopmail.com,Bintang Regis 8391,3000000000008291,01-01-2001,Surabaya,0
bintang.users8293@yopmail.com,Bintang Regis 8392,3000000000008292,01-01-2001,Surabaya,0
bintang.users8294@yopmail.com,Bintang Regis 8393,3000000000008293,01-01-2001,Surabaya,0
bintang.users8295@yopmail.com,Bintang Regis 8394,3000000000008294,01-01-2001,Surabaya,0
bintang.users8296@yopmail.com,Bintang Regis 8395,3000000000008295,01-01-2001,Surabaya,0
bintang.users8297@yopmail.com,Bintang Regis 8396,3000000000008296,01-01-2001,Surabaya,0
bintang.users8298@yopmail.com,Bintang Regis 8397,3000000000008297,01-01-2001,Surabaya,0
bintang.users8299@yopmail.com,Bintang Regis 8398,3000000000008298,01-01-2001,Surabaya,0
bintang.users8300@yopmail.com,Bintang Regis 8399,3000000000008299,01-01-2001,Surabaya,0
bintang.users8301@yopmail.com,Bintang Regis 8400,3000000000008300,01-01-2001,Surabaya,0
bintang.users8302@yopmail.com,Bintang Regis 8401,3000000000008301,01-01-2001,Surabaya,0
bintang.users8303@yopmail.com,Bintang Regis 8402,3000000000008302,01-01-2001,Surabaya,0
bintang.users8304@yopmail.com,Bintang Regis 8403,3000000000008303,01-01-2001,Surabaya,0
bintang.users8305@yopmail.com,Bintang Regis 8404,3000000000008304,01-01-2001,Surabaya,0
bintang.users8306@yopmail.com,Bintang Regis 8405,3000000000008305,01-01-2001,Surabaya,0
bintang.users8307@yopmail.com,Bintang Regis 8406,3000000000008306,01-01-2001,Surabaya,0
bintang.users8308@yopmail.com,Bintang Regis 8407,3000000000008307,01-01-2001,Surabaya,0
bintang.users8309@yopmail.com,Bintang Regis 8408,3000000000008308,01-01-2001,Surabaya,0
bintang.users8310@yopmail.com,Bintang Regis 8409,3000000000008309,01-01-2001,Surabaya,0
bintang.users8311@yopmail.com,Bintang Regis 8410,3000000000008310,01-01-2001,Surabaya,0
bintang.users8312@yopmail.com,Bintang Regis 8411,3000000000008311,01-01-2001,Surabaya,0
bintang.users8313@yopmail.com,Bintang Regis 8412,3000000000008312,01-01-2001,Surabaya,0
bintang.users8314@yopmail.com,Bintang Regis 8413,3000000000008313,01-01-2001,Surabaya,0
bintang.users8315@yopmail.com,Bintang Regis 8414,3000000000008314,01-01-2001,Surabaya,0
bintang.users8316@yopmail.com,Bintang Regis 8415,3000000000008315,01-01-2001,Surabaya,0
bintang.users8317@yopmail.com,Bintang Regis 8416,3000000000008316,01-01-2001,Surabaya,0
bintang.users8318@yopmail.com,Bintang Regis 8417,3000000000008317,01-01-2001,Surabaya,0
bintang.users8319@yopmail.com,Bintang Regis 8418,3000000000008318,01-01-2001,Surabaya,0
bintang.users8320@yopmail.com,Bintang Regis 8419,3000000000008319,01-01-2001,Surabaya,0
bintang.users8321@yopmail.com,Bintang Regis 8420,3000000000008320,01-01-2001,Surabaya,0
bintang.users8322@yopmail.com,Bintang Regis 8421,3000000000008321,01-01-2001,Surabaya,0
bintang.users8323@yopmail.com,Bintang Regis 8422,3000000000008322,01-01-2001,Surabaya,0
bintang.users8324@yopmail.com,Bintang Regis 8423,3000000000008323,01-01-2001,Surabaya,0
bintang.users8325@yopmail.com,Bintang Regis 8424,3000000000008324,01-01-2001,Surabaya,0
bintang.users8326@yopmail.com,Bintang Regis 8425,3000000000008325,01-01-2001,Surabaya,0
bintang.users8327@yopmail.com,Bintang Regis 8426,3000000000008326,01-01-2001,Surabaya,0
bintang.users8328@yopmail.com,Bintang Regis 8427,3000000000008327,01-01-2001,Surabaya,0
bintang.users8329@yopmail.com,Bintang Regis 8428,3000000000008328,01-01-2001,Surabaya,0
bintang.users8330@yopmail.com,Bintang Regis 8429,3000000000008329,01-01-2001,Surabaya,0
bintang.users8331@yopmail.com,Bintang Regis 8430,3000000000008330,01-01-2001,Surabaya,0
bintang.users8332@yopmail.com,Bintang Regis 8431,3000000000008331,01-01-2001,Surabaya,0
bintang.users8333@yopmail.com,Bintang Regis 8432,3000000000008332,01-01-2001,Surabaya,0
bintang.users8334@yopmail.com,Bintang Regis 8433,3000000000008333,01-01-2001,Surabaya,0
bintang.users8335@yopmail.com,Bintang Regis 8434,3000000000008334,01-01-2001,Surabaya,0
bintang.users8336@yopmail.com,Bintang Regis 8435,3000000000008335,01-01-2001,Surabaya,0
bintang.users8337@yopmail.com,Bintang Regis 8436,3000000000008336,01-01-2001,Surabaya,0
bintang.users8338@yopmail.com,Bintang Regis 8437,3000000000008337,01-01-2001,Surabaya,0
bintang.users8339@yopmail.com,Bintang Regis 8438,3000000000008338,01-01-2001,Surabaya,0
bintang.users8340@yopmail.com,Bintang Regis 8439,3000000000008339,01-01-2001,Surabaya,0
bintang.users8341@yopmail.com,Bintang Regis 8440,3000000000008340,01-01-2001,Surabaya,0
bintang.users8342@yopmail.com,Bintang Regis 8441,3000000000008341,01-01-2001,Surabaya,0
bintang.users8343@yopmail.com,Bintang Regis 8442,3000000000008342,01-01-2001,Surabaya,0
bintang.users8344@yopmail.com,Bintang Regis 8443,3000000000008343,01-01-2001,Surabaya,0
bintang.users8345@yopmail.com,Bintang Regis 8444,3000000000008344,01-01-2001,Surabaya,0
bintang.users8346@yopmail.com,Bintang Regis 8445,3000000000008345,01-01-2001,Surabaya,0
bintang.users8347@yopmail.com,Bintang Regis 8446,3000000000008346,01-01-2001,Surabaya,0
bintang.users8348@yopmail.com,Bintang Regis 8447,3000000000008347,01-01-2001,Surabaya,0
bintang.users8349@yopmail.com,Bintang Regis 8448,3000000000008348,01-01-2001,Surabaya,0
bintang.users8350@yopmail.com,Bintang Regis 8449,3000000000008349,01-01-2001,Surabaya,0
bintang.users8351@yopmail.com,Bintang Regis 8450,3000000000008350,01-01-2001,Surabaya,0
bintang.users8352@yopmail.com,Bintang Regis 8451,3000000000008351,01-01-2001,Surabaya,0
bintang.users8353@yopmail.com,Bintang Regis 8452,3000000000008352,01-01-2001,Surabaya,0
bintang.users8354@yopmail.com,Bintang Regis 8453,3000000000008353,01-01-2001,Surabaya,0
bintang.users8355@yopmail.com,Bintang Regis 8454,3000000000008354,01-01-2001,Surabaya,0
bintang.users8356@yopmail.com,Bintang Regis 8455,3000000000008355,01-01-2001,Surabaya,0
bintang.users8357@yopmail.com,Bintang Regis 8456,3000000000008356,01-01-2001,Surabaya,0
bintang.users8358@yopmail.com,Bintang Regis 8457,3000000000008357,01-01-2001,Surabaya,0
bintang.users8359@yopmail.com,Bintang Regis 8458,3000000000008358,01-01-2001,Surabaya,0
bintang.users8360@yopmail.com,Bintang Regis 8459,3000000000008359,01-01-2001,Surabaya,0
bintang.users8361@yopmail.com,Bintang Regis 8460,3000000000008360,01-01-2001,Surabaya,0
bintang.users8362@yopmail.com,Bintang Regis 8461,3000000000008361,01-01-2001,Surabaya,0
bintang.users8363@yopmail.com,Bintang Regis 8462,3000000000008362,01-01-2001,Surabaya,0
bintang.users8364@yopmail.com,Bintang Regis 8463,3000000000008363,01-01-2001,Surabaya,0
bintang.users8365@yopmail.com,Bintang Regis 8464,3000000000008364,01-01-2001,Surabaya,0
bintang.users8366@yopmail.com,Bintang Regis 8465,3000000000008365,01-01-2001,Surabaya,0
bintang.users8367@yopmail.com,Bintang Regis 8466,3000000000008366,01-01-2001,Surabaya,0
bintang.users8368@yopmail.com,Bintang Regis 8467,3000000000008367,01-01-2001,Surabaya,0
bintang.users8369@yopmail.com,Bintang Regis 8468,3000000000008368,01-01-2001,Surabaya,0
bintang.users8370@yopmail.com,Bintang Regis 8469,3000000000008369,01-01-2001,Surabaya,0
bintang.users8371@yopmail.com,Bintang Regis 8470,3000000000008370,01-01-2001,Surabaya,0
bintang.users8372@yopmail.com,Bintang Regis 8471,3000000000008371,01-01-2001,Surabaya,0
bintang.users8373@yopmail.com,Bintang Regis 8472,3000000000008372,01-01-2001,Surabaya,0
bintang.users8374@yopmail.com,Bintang Regis 8473,3000000000008373,01-01-2001,Surabaya,0
bintang.users8375@yopmail.com,Bintang Regis 8474,3000000000008374,01-01-2001,Surabaya,0
bintang.users8376@yopmail.com,Bintang Regis 8475,3000000000008375,01-01-2001,Surabaya,0
bintang.users8377@yopmail.com,Bintang Regis 8476,3000000000008376,01-01-2001,Surabaya,0
bintang.users8378@yopmail.com,Bintang Regis 8477,3000000000008377,01-01-2001,Surabaya,0
bintang.users8379@yopmail.com,Bintang Regis 8478,3000000000008378,01-01-2001,Surabaya,0
bintang.users8380@yopmail.com,Bintang Regis 8479,3000000000008379,01-01-2001,Surabaya,0
bintang.users8381@yopmail.com,Bintang Regis 8480,3000000000008380,01-01-2001,Surabaya,0
bintang.users8382@yopmail.com,Bintang Regis 8481,3000000000008381,01-01-2001,Surabaya,0
bintang.users8383@yopmail.com,Bintang Regis 8482,3000000000008382,01-01-2001,Surabaya,0
bintang.users8384@yopmail.com,Bintang Regis 8483,3000000000008383,01-01-2001,Surabaya,0
bintang.users8385@yopmail.com,Bintang Regis 8484,3000000000008384,01-01-2001,Surabaya,0
bintang.users8386@yopmail.com,Bintang Regis 8485,3000000000008385,01-01-2001,Surabaya,0
bintang.users8387@yopmail.com,Bintang Regis 8486,3000000000008386,01-01-2001,Surabaya,0
bintang.users8388@yopmail.com,Bintang Regis 8487,3000000000008387,01-01-2001,Surabaya,0
bintang.users8389@yopmail.com,Bintang Regis 8488,3000000000008388,01-01-2001,Surabaya,0
bintang.users8390@yopmail.com,Bintang Regis 8489,3000000000008389,01-01-2001,Surabaya,0
bintang.users8391@yopmail.com,Bintang Regis 8490,3000000000008390,01-01-2001,Surabaya,0
